,Scenario #,Logic Gate #,Logic Gate Description, Terminal Nodes,Terminal Nodes (X#s),Occurrence Probability,Phases
123,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.6","X20, X21, X23, X28, X31, X38",2.6369813659671526e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
124,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.7","X20, X21, X23, X28, X31, X39",2.3073586989295135e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
125,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.8","X20, X21, X23, X28, X31, X40",2.142547350577674e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
126,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.1","X20, X21, X23, X28, X32, X33",2.35680206249593e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
127,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.2","X20, X21, X23, X28, X32, X34",2.5710568129800383e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
128,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.3","X20, X21, X23, X28, X32, X35",2.7853115248982946e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
129,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.4","X20, X21, X23, X28, X32, X36",2.35680206249593e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
130,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.5","X20, X21, X23, X28, X32, X37",2.142547350577674e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
131,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.6","X20, X21, X23, X28, X32, X38",3.428075737784767e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
132,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.7","X20, X21, X23, X28, X32, X39",2.9995662753824024e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
133,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.1, 1.3.2.4.3, 1.3.2.5.4, 1.3.2.6.1.8","X20, X21, X23, X28, X32, X40",2.7853115248982946e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
134,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.1","X20, X21, X24, X26, X29, X33",1.1329782982102478e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
135,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.2","X20, X21, X24, X26, X29, X34",1.2359763337473816e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
136,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.3","X20, X21, X24, X26, X29, X35",1.3389743507448709e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
137,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.4","X20, X21, X24, X26, X29, X36",1.1329782982102478e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
138,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.5","X20, X21, X24, X26, X29, X37",1.0299802812127589e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
139,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.6","X20, X21, X24, X26, X29, X38",1.6479684388166273e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
140,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.7","X20, X21, X24, X26, X29, X39",1.4419723862820044e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
141,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.1, 1.3.2.6.1.8","X20, X21, X24, X26, X29, X40",1.3389743507448709e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
142,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.1","X20, X21, X24, X26, X30, X33",1.2359763337473816e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
143,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.2","X20, X21, X24, X26, X30, X34",1.3483378278267197e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
144,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.3","X20, X21, X24, X26, X30, X35",1.4606993016809906e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
145,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.4","X20, X21, X24, X26, X30, X36",1.2359763337473816e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
146,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.5","X20, X21, X24, X26, X30, X37",1.123614859893111e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
147,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.6","X20, X21, X24, X26, X30, X38",1.7977837636939374e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
148,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.7","X20, X21, X24, X26, X30, X39",1.5730607957603284e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
149,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.2, 1.3.2.6.1.8","X20, X21, X24, X26, X30, X40",1.4606993016809906e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
150,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.1","X20, X21, X24, X26, X31, X33",1.0299802812127589e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
151,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.2","X20, X21, X24, X26, X31, X34",1.123614859893111e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
152,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.3","X20, X21, X24, X26, X31, X35",1.2172494217192404e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
153,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.4","X20, X21, X24, X26, X31, X36",1.0299802812127589e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
154,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.5","X20, X21, X24, X26, X31, X37",9.363457193866297e-08,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
155,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.6","X20, X21, X24, X26, X31, X38",1.4981531409060738e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
156,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.7","X20, X21, X24, X26, X31, X39",1.3108840003995924e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
157,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.3, 1.3.2.6.1.8","X20, X21, X24, X26, X31, X40",1.2172494217192404e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
158,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.1","X20, X21, X24, X26, X32, X33",1.3389743507448709e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
159,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.2","X20, X21, X24, X26, X32, X34",1.4606993016809906e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
160,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.3","X20, X21, X24, X26, X32, X35",1.5824242307066213e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
161,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.4","X20, X21, X24, X26, X32, X36",1.3389743507448709e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
162,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.5","X20, X21, X24, X26, X32, X37",1.2172494217192404e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
163,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.6","X20, X21, X24, X26, X32, X38",1.9475990616044912e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
164,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.7","X20, X21, X24, X26, X32, X39",1.7041491816427407e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
165,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.1, 1.3.2.5.4, 1.3.2.6.1.8","X20, X21, X24, X26, X32, X40",1.5824242307066213e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
166,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.1","X20, X21, X24, X27, X29, X33",1.6874144986977848e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
167,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.2","X20, X21, X24, X27, X29, X34",1.840815829312237e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
168,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.3","X20, X21, X24, X27, X29, X35",1.9942171323144515e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
169,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.4","X20, X21, X24, X27, X29, X36",1.6874144986977848e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
170,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.5","X20, X21, X24, X27, X29, X37",1.5340131956955703e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
171,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.6","X20, X21, X24, X27, X29, X38",2.45442109654557e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
172,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.7","X20, X21, X24, X27, X29, X39",2.1476184629289033e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
173,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.1, 1.3.2.6.1.8","X20, X21, X24, X27, X29, X40",1.9942171323144515e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
174,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.1","X20, X21, X24, X27, X30, X33",1.840815829312237e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
175,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.2","X20, X21, X24, X27, X30, X34",2.0081627365780952e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
176,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.3","X20, X21, X24, X27, X30, X35",2.175509613721513e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
177,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.4","X20, X21, X24, X27, X30, X36",1.840815829312237e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
178,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.5","X20, X21, X24, X27, X30, X37",1.6734689521688195e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
179,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.6","X20, X21, X24, X27, X30, X38",2.677550305396647e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
180,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.7","X20, X21, X24, X27, X30, X39",2.342856520987371e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
181,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.2, 1.3.2.6.1.8","X20, X21, X24, X27, X30, X40",2.175509613721513e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
182,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.1","X20, X21, X24, X27, X31, X33",1.5340131956955703e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
183,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.2","X20, X21, X24, X27, X31, X34",1.6734689521688195e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
184,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.3","X20, X21, X24, X27, X31, X35",1.8129246835400345e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
185,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.4","X20, X21, X24, X27, X31, X36",1.5340131956955703e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
186,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.5","X20, X21, X24, X27, X31, X37",1.3945574643243553e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
187,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.6","X20, X21, X24, X27, X31, X38",2.231291927857748e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
188,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.7","X20, X21, X24, X27, X31, X39",1.9523804400132835e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
189,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.3, 1.3.2.6.1.8","X20, X21, X24, X27, X31, X40",1.8129246835400345e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
190,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.1","X20, X21, X24, X27, X32, X33",1.9942171323144518e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
191,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.2","X20, X21, X24, X27, X32, X34",2.175509613721513e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
192,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.3","X20, X21, X24, X27, X32, X35",2.35680206249593e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
193,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.4","X20, X21, X24, X27, X32, X36",1.9942171323144518e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
194,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.5","X20, X21, X24, X27, X32, X37",1.8129246835400348e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
195,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.6","X20, X21, X24, X27, X32, X38",2.9006794740844693e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
196,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.7","X20, X21, X24, X27, X32, X39",2.5380945439029907e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
197,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.2, 1.3.2.5.4, 1.3.2.6.1.8","X20, X21, X24, X27, X32, X40",2.35680206249593e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
198,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.1","X20, X21, X24, X28, X29, X33",1.6874144986977848e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
199,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.2","X20, X21, X24, X28, X29, X34",1.840815829312237e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
200,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.3","X20, X21, X24, X28, X29, X35",1.9942171323144515e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
201,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.4","X20, X21, X24, X28, X29, X36",1.6874144986977848e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
202,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.5","X20, X21, X24, X28, X29, X37",1.5340131956955703e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
203,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.6","X20, X21, X24, X28, X29, X38",2.45442109654557e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
204,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.7","X20, X21, X24, X28, X29, X39",2.1476184629289033e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
205,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.1, 1.3.2.6.1.8","X20, X21, X24, X28, X29, X40",1.9942171323144515e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
206,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.1","X20, X21, X24, X28, X30, X33",1.840815829312237e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
207,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.2","X20, X21, X24, X28, X30, X34",2.0081627365780952e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
208,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.3","X20, X21, X24, X28, X30, X35",2.175509613721513e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
209,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.4","X20, X21, X24, X28, X30, X36",1.840815829312237e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
210,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.5","X20, X21, X24, X28, X30, X37",1.6734689521688195e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
211,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.6","X20, X21, X24, X28, X30, X38",2.677550305396647e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
212,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.7","X20, X21, X24, X28, X30, X39",2.342856520987371e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
213,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.2, 1.3.2.6.1.8","X20, X21, X24, X28, X30, X40",2.175509613721513e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
214,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.1","X20, X21, X24, X28, X31, X33",1.5340131956955703e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
215,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.2","X20, X21, X24, X28, X31, X34",1.6734689521688195e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
216,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.3","X20, X21, X24, X28, X31, X35",1.8129246835400345e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0"
217,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.4","X20, X21, X24, X28, X31, X36",1.5340131956955703e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
218,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.5","X20, X21, X24, X28, X31, X37",1.3945574643243553e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
219,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.6","X20, X21, X24, X28, X31, X38",2.231291927857748e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
220,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.7","X20, X21, X24, X28, X31, X39",1.9523804400132835e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
221,S6,1.3,attack component,"1.3.2.1, 1.3.2.2.1, 1.3.2.3.2, 1.3.2.4.3, 1.3.2.5.3, 1.3.2.6.1.8","X20, X21, X24, X28, X31, X40",1.8129246835400345e-07,"2.0, 2.0, 2.0, 2.0, 2.0, 1.0"
